county,precinct,office,district,candidate,party,votes,election_day,early_voting,absentee
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Over Votes,,0,0,0,0
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Under Votes,,93,18,72,3
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Lori Massey Brissette,Rep,1240,182,1032,26
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Luz Elena Chapa,Dem,248,41,195,12
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Under Votes,,96,19,74,3
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Adrian Spears,Rep,1236,180,1030,26
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Liza A. Rodriguez,Dem,255,43,201,11
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Over Votes,,0,0,0,0
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Under Votes,,93,19,70,4
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Lori I. Valenzuela,Rep,1313,203,1081,29
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Under Votes,,271,39,220,12
Guadalupe,407,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Bill Old,Rep,1294,195,1071,28
Guadalupe,407,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,407,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Under Votes,,290,47,230,13
Guadalupe,407,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Jessica Richard Crawford,Rep,1297,200,1069,28
Guadalupe,407,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,407,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Under Votes,,287,42,232,13
Guadalupe,407,COUNTY ATTORNEY,,David Willborn,Rep,1299,200,1071,28
Guadalupe,407,COUNTY ATTORNEY,,Over Votes,,0,0,0,0
Guadalupe,407,COUNTY ATTORNEY,,Under Votes,,285,42,230,13
Guadalupe,407,SHERIFF,,Joshua Ray,Rep,1307,199,1080,28
Guadalupe,407,SHERIFF,,Over Votes,,0,0,0,0
Guadalupe,407,SHERIFF,,Under Votes,,277,43,221,13
Guadalupe,407,COUNTY TAX ASSESSOR-COLLECTOR,,Daryl W. John,Rep,1263,187,1049,27
Guadalupe,407,COUNTY TAX ASSESSOR-COLLECTOR,,Jesus Trinidad Jr.,Dem,234,36,188,10
Guadalupe,407,COUNTY TAX ASSESSOR-COLLECTOR,,Over Votes,,0,0,0,0
Guadalupe,407,COUNTY TAX ASSESSOR-COLLECTOR,,Under Votes,,87,19,64,4
Guadalupe,407,"CONSTABLE, PRECINCT NO. 4",,Harvey Faulkner,Rep,1301,199,1074,28
Guadalupe,407,"CONSTABLE, PRECINCT NO. 4",,Over Votes,,0,0,0,0
Guadalupe,407,"CONSTABLE, PRECINCT NO. 4",,Under Votes,,283,43,227,13
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Velia J. Meza,Dem,587,113,452,22
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,407,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Under Votes,,997,129,849,19
Guadalupe,408,Registered Voters,,,,2096,,,
Guadalupe,408,Ballots Cast,,,,1410,213,1144,53
Guadalupe,408,PRESIDENT,,Donald J. Trump,Rep,938,137,772,29
Guadalupe,408,PRESIDENT,,Kamala D. Harris,Dem,453,71,358,24
Guadalupe,408,PRESIDENT,,Chase Oliver,Lib,6,3,3,0
Guadalupe,408,PRESIDENT,,Jill Stein,Gre,6,1,5,0
Guadalupe,408,PRESIDENT,,Write-ins,,4,1,3,0
Guadalupe,408,PRESIDENT,,Over Votes,,0,0,0,0
Guadalupe,408,PRESIDENT,,Under Votes,,3,0,3,0
Guadalupe,408,U.S. Senate,,Ted Cruz,Rep,863,115,721,27
Guadalupe,408,U.S. Senate,,Collin Allred,Dem,494,87,384,23
Guadalupe,408,U.S. Senate,,Ted Brown,Lib,31,6,25,0
Guadalupe,408,U.S. Senate,,Write-ins,,0,0,0,0
Guadalupe,408,U.S. Senate,,Over Votes,,0,0,0,0
Guadalupe,408,U.S. Senate,,Under Votes,,22,5,14,3
Guadalupe,408,U.S. House,28,Jay Furman,Rep,911,134,745,32
Guadalupe,408,U.S. House,28,Henry Cuellar,Dem,444,69,354,21
Guadalupe,408,U.S. House,28,Over Votes,,0,0,0,0
Guadalupe,408,U.S. House,28,Under Votes,,55,10,45,0
Guadalupe,408,RAILROAD COMMISSIONER,,Christi Craddick,Rep,880,123,729,28
Guadalupe,408,RAILROAD COMMISSIONER,,Katherine Culbert,Dem,411,65,324,22
Guadalupe,408,RAILROAD COMMISSIONER,,Hawk Dunlap,Lib,44,10,34,0
Guadalupe,408,RAILROAD COMMISSIONER,,Eddie Espinoza,Gre,23,3,20,0
Guadalupe,408,RAILROAD COMMISSIONER,,Write-ins,,0,0,0,0
Guadalupe,408,RAILROAD COMMISSIONER,,Over Votes,,0,0,0,0
Guadalupe,408,RAILROAD COMMISSIONER,,Under Votes,,52,12,37,3
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 2",,Jimmy Blacklock,Rep,921,132,759,30
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 2",,DeSean Jones,Dem,441,69,351,21
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 2",,Under Votes,,48,12,34,2
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 4",,John Devine,Rep,903,128,746,29
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 4",,Christine Vinh Weems,Dem,450,73,356,21
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 4",,Under Votes,,57,12,42,3
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 6",,Jane Bland,Rep,889,125,734,30
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 6",,Bonnie Lee Goldstein,Dem,439,69,350,20
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 6",,J. David Roberson,Lib,34,8,25,1
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 6",,Over Votes,,0,0,0,0
Guadalupe,408,"JUSTICE, SUPREME COURT, PLACE 6",,Under Votes,,48,11,35,2
Guadalupe,408,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,David J. Schenck,Rep,904,129,746,29
Guadalupe,408,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Holly Taylor,Dem,456,73,361,22
Guadalupe,408,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Over Votes,,0,0,0,0
Guadalupe,408,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Under Votes,,50,11,37,2
Guadalupe,408,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Gina Parker,Rep,916,136,751,29
Guadalupe,408,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Nancy Mulder,Dem,439,65,352,22
Guadalupe,408,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,408,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Under Votes,,55,12,41,2
Guadalupe,408,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Lee Finley,Rep,923,134,758,31
Guadalupe,408,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Chika Anyiam,Dem,432,66,346,20
Guadalupe,408,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Over Votes,,0,0,0,0
Guadalupe,408,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Under Votes,,55,13,40,2
Guadalupe,408,State Senate,25,Donna Campbell,Rep,915,136,748,31
Guadalupe,408,State Senate,25,Merrie Fox,Dem,436,64,352,20
Guadalupe,408,State Senate,25,Over Votes,,0,0,0,0
Guadalupe,408,State Senate,25,Under Votes,,59,13,44,2
Guadalupe,408,State House,44,Alan Schoolcraft,Rep,891,130,736,25
Guadalupe,408,State House,44,Eric Norman,Dem,453,71,358,24
Guadalupe,408,State House,44,Over Votes,,0,0,0,0
Guadalupe,408,State House,44,Under Votes,,66,12,50,4
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Todd McCray,Rep,901,128,743,30
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Cynthia Marie Chapa,Dem,448,73,354,21
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Over Votes,,0,0,0,0
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Under Votes,,61,12,47,2
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Lori Massey Brissette,Rep,906,131,745,30
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Luz Elena Chapa,Dem,442,69,352,21
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Under Votes,,62,13,47,2
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Adrian Spears,Rep,899,129,741,29
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Liza A. Rodriguez,Dem,439,69,349,21
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Over Votes,,0,0,0,0
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Under Votes,,72,15,54,3
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Lori I. Valenzuela,Rep,1077,157,879,41
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Under Votes,,333,56,265,12
Guadalupe,408,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Bill Old,Rep,1064,156,867,41
Guadalupe,408,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,408,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Under Votes,,346,57,277,12
Guadalupe,408,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Jessica Richard Crawford,Rep,1067,155,872,40
Guadalupe,408,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,408,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Under Votes,,343,58,272,13
Guadalupe,408,COUNTY ATTORNEY,,David Willborn,Rep,1070,158,871,41
Guadalupe,408,COUNTY ATTORNEY,,Over Votes,,0,0,0,0
Guadalupe,408,COUNTY ATTORNEY,,Under Votes,,340,55,273,12
Guadalupe,408,SHERIFF,,Joshua Ray,Rep,1066,159,864,43
Guadalupe,408,SHERIFF,,Over Votes,,0,0,0,0
Guadalupe,408,SHERIFF,,Under Votes,,344,54,280,10
Guadalupe,408,COUNTY TAX ASSESSOR-COLLECTOR,,Daryl W. John,Rep,914,131,751,32
Guadalupe,408,COUNTY TAX ASSESSOR-COLLECTOR,,Jesus Trinidad Jr.,Dem,420,66,334,20
Guadalupe,408,COUNTY TAX ASSESSOR-COLLECTOR,,Over Votes,,0,0,0,0
Guadalupe,408,COUNTY TAX ASSESSOR-COLLECTOR,,Under Votes,,76,16,59,1
Guadalupe,408,"CONSTABLE, PRECINCT NO. 4",,Harvey Faulkner,Rep,1064,156,867,41
Guadalupe,408,"CONSTABLE, PRECINCT NO. 4",,Over Votes,,0,0,0,0
Guadalupe,408,"CONSTABLE, PRECINCT NO. 4",,Under Votes,,346,57,277,12
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Velia J. Meza,Dem,680,112,543,25
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,408,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Under Votes,,730,101,601,28
Guadalupe,409,Registered Voters,,,,3408,,,
Guadalupe,409,Ballots Cast,,,,2312,326,1904,82
Guadalupe,409,PRESIDENT,,Donald J. Trump,Rep,1080,179,876,25
Guadalupe,409,PRESIDENT,,Kamala D. Harris,Dem,1203,139,1008,56
Guadalupe,409,PRESIDENT,,Chase Oliver,Lib,7,1,6,0
Guadalupe,409,PRESIDENT,,Jill Stein,Gre,11,4,7,0
Guadalupe,409,PRESIDENT,,Write-ins,,10,3,6,1
Guadalupe,409,PRESIDENT,,Over Votes,,0,0,0,0
Guadalupe,409,PRESIDENT,,Under Votes,,1,0,1,0
Guadalupe,409,U.S. Senate,,Ted Cruz,Rep,1006,149,833,24
Guadalupe,409,U.S. Senate,,Collin Allred,Dem,1222,152,1015,55
Guadalupe,409,U.S. Senate,,Ted Brown,Lib,44,14,29,1
Guadalupe,409,U.S. Senate,,Write-ins,,5,0,4,1
Guadalupe,409,U.S. Senate,,Over Votes,,0,0,0,0
Guadalupe,409,U.S. Senate,,Under Votes,,35,11,23,1
Guadalupe,409,U.S. House,28,Jay Furman,Rep,1085,167,892,26
Guadalupe,409,U.S. House,28,Henry Cuellar,Dem,1138,139,946,53
Guadalupe,409,U.S. House,28,Over Votes,,0,0,0,0
Guadalupe,409,U.S. House,28,Under Votes,,89,20,66,3
Guadalupe,409,RAILROAD COMMISSIONER,,Christi Craddick,Rep,1056,157,875,24
Guadalupe,409,RAILROAD COMMISSIONER,,Katherine Culbert,Dem,1058,123,889,46
Guadalupe,409,RAILROAD COMMISSIONER,,Hawk Dunlap,Lib,66,16,48,2
Guadalupe,409,RAILROAD COMMISSIONER,,Eddie Espinoza,Gre,37,7,26,4
Guadalupe,409,RAILROAD COMMISSIONER,,Write-ins,,2,0,2,0
Guadalupe,409,RAILROAD COMMISSIONER,,Over Votes,,0,0,0,0
Guadalupe,409,RAILROAD COMMISSIONER,,Under Votes,,93,23,64,6
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 2",,Jimmy Blacklock,Rep,1066,165,878,23
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 2",,DeSean Jones,Dem,1140,137,949,54
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 2",,Under Votes,,106,24,77,5
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 4",,John Devine,Rep,1061,161,872,28
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 4",,Christine Vinh Weems,Dem,1133,137,947,49
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 4",,Under Votes,,118,28,85,5
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 6",,Jane Bland,Rep,1041,159,856,26
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 6",,Bonnie Lee Goldstein,Dem,1083,121,913,49
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 6",,J. David Roberson,Lib,86,23,61,2
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 6",,Over Votes,,0,0,0,0
Guadalupe,409,"JUSTICE, SUPREME COURT, PLACE 6",,Under Votes,,102,23,74,5
Guadalupe,409,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,David J. Schenck,Rep,1071,164,880,27
Guadalupe,409,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Holly Taylor,Dem,1137,139,947,51
Guadalupe,409,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Over Votes,,0,0,0,0
Guadalupe,409,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Under Votes,,104,23,77,4
Guadalupe,409,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Gina Parker,Rep,1101,175,898,28
Guadalupe,409,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Nancy Mulder,Dem,1108,127,932,49
Guadalupe,409,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,409,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Under Votes,,103,24,74,5
Guadalupe,409,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Lee Finley,Rep,1091,166,900,25
Guadalupe,409,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Chika Anyiam,Dem,1116,137,926,53
Guadalupe,409,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Over Votes,,0,0,0,0
Guadalupe,409,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Under Votes,,105,23,78,4
Guadalupe,409,State Senate,25,Donna Campbell,Rep,1096,176,892,28
Guadalupe,409,State Senate,25,Merrie Fox,Dem,1111,129,932,50
Guadalupe,409,State Senate,25,Over Votes,,0,0,0,0
Guadalupe,409,State Senate,25,Under Votes,,105,21,80,4
Guadalupe,409,State House,44,Alan Schoolcraft,Rep,1057,167,865,25
Guadalupe,409,State House,44,Eric Norman,Dem,1150,136,961,53
Guadalupe,409,State House,44,Over Votes,,0,0,0,0
Guadalupe,409,State House,44,Under Votes,,105,23,78,4
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Todd McCray,Rep,1064,161,876,27
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Cynthia Marie Chapa,Dem,1133,138,945,50
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Over Votes,,0,0,0,0
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Under Votes,,115,27,83,5
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Lori Massey Brissette,Rep,1077,167,882,28
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Luz Elena Chapa,Dem,1122,135,937,50
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Under Votes,,113,24,85,4
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Adrian Spears,Rep,1050,163,863,24
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Liza A. Rodriguez,Dem,1138,139,945,54
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Over Votes,,0,0,0,0
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Under Votes,,124,24,96,4
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Lori I. Valenzuela,Rep,1519,241,1234,44
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Under Votes,,793,85,670,38
Guadalupe,409,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Bill Old,Rep,1498,239,1218,41
Guadalupe,409,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,409,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Under Votes,,814,87,686,41
Guadalupe,409,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Jessica Richard Crawford,Rep,1516,239,1236,41
Guadalupe,409,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,409,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Under Votes,,796,87,668,41
Guadalupe,409,COUNTY ATTORNEY,,David Willborn,Rep,1505,239,1225,41
Guadalupe,409,COUNTY ATTORNEY,,Over Votes,,0,0,0,0
Guadalupe,409,COUNTY ATTORNEY,,Under Votes,,807,87,679,41
Guadalupe,409,SHERIFF,,Joshua Ray,Rep,1505,239,1224,42
Guadalupe,409,SHERIFF,,Over Votes,,0,0,0,0
Guadalupe,409,SHERIFF,,Under Votes,,807,87,680,40
Guadalupe,409,COUNTY TAX ASSESSOR-COLLECTOR,,Daryl W. John,Rep,1112,173,907,32
Guadalupe,409,COUNTY TAX ASSESSOR-COLLECTOR,,Jesus Trinidad Jr.,Dem,1080,132,902,46
Guadalupe,409,COUNTY TAX ASSESSOR-COLLECTOR,,Over Votes,,0,0,0,0
Guadalupe,409,COUNTY TAX ASSESSOR-COLLECTOR,,Under Votes,,120,21,95,4
Guadalupe,409,"CONSTABLE, PRECINCT NO. 4",,Harvey Faulkner,Rep,1472,234,1197,41
Guadalupe,409,"CONSTABLE, PRECINCT NO. 4",,Over Votes,,0,0,0,0
Guadalupe,409,"CONSTABLE, PRECINCT NO. 4",,Under Votes,,840,92,707,41
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Velia J. Meza,Dem,1467,203,1205,59
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,409,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Under Votes,,845,123,699,23
Guadalupe,410,Registered Voters,,,,302,,,
Guadalupe,410,Ballots Cast,,,,221,26,185,10
Guadalupe,410,PRESIDENT,,Donald J. Trump,Rep,165,17,140,8
Guadalupe,410,PRESIDENT,,Kamala D. Harris,Dem,55,9,44,2
Guadalupe,410,PRESIDENT,,Chase Oliver,Lib,1,0,1,0
Guadalupe,410,PRESIDENT,,Jill Stein,Gre,0,0,0,0
Guadalupe,410,PRESIDENT,,Write-ins,,0,0,0,0
Guadalupe,410,PRESIDENT,,Over Votes,,0,0,0,0
Guadalupe,410,PRESIDENT,,Under Votes,,0,0,0,0
Guadalupe,410,U.S. Senate,,Ted Cruz,Rep,157,13,136,8
Guadalupe,410,U.S. Senate,,Collin Allred,Dem,58,11,46,1
Guadalupe,410,U.S. Senate,,Ted Brown,Lib,5,2,2,1
Guadalupe,410,U.S. Senate,,Write-ins,,0,0,0,0
Guadalupe,410,U.S. Senate,,Over Votes,,0,0,0,0
Guadalupe,410,U.S. Senate,,Under Votes,,1,0,1,0
Guadalupe,410,U.S. House,28,Jay Furman,Rep,162,16,137,9
Guadalupe,410,U.S. House,28,Henry Cuellar,Dem,50,10,39,1
Guadalupe,410,U.S. House,28,Over Votes,,0,0,0,0
Guadalupe,410,U.S. House,28,Under Votes,,9,0,9,0
Guadalupe,410,RAILROAD COMMISSIONER,,Christi Craddick,Rep,155,14,132,9
Guadalupe,410,RAILROAD COMMISSIONER,,Katherine Culbert,Dem,45,9,35,1
Guadalupe,410,RAILROAD COMMISSIONER,,Hawk Dunlap,Lib,9,1,8,0
Guadalupe,410,RAILROAD COMMISSIONER,,Eddie Espinoza,Gre,4,0,4,0
Guadalupe,410,RAILROAD COMMISSIONER,,Write-ins,,0,0,0,0
Guadalupe,410,RAILROAD COMMISSIONER,,Over Votes,,0,0,0,0
Guadalupe,410,RAILROAD COMMISSIONER,,Under Votes,,8,2,6,0
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 2",,Jimmy Blacklock,Rep,166,17,140,9
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 2",,DeSean Jones,Dem,47,9,37,1
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 2",,Under Votes,,8,0,8,0
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 4",,John Devine,Rep,159,15,136,8
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 4",,Christine Vinh Weems,Dem,49,10,38,1
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 4",,Under Votes,,13,1,11,1
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 6",,Jane Bland,Rep,159,17,133,9
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 6",,Bonnie Lee Goldstein,Dem,43,6,36,1
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 6",,J. David Roberson,Lib,10,2,8,0
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 6",,Over Votes,,0,0,0,0
Guadalupe,410,"JUSTICE, SUPREME COURT, PLACE 6",,Under Votes,,9,1,8,0
Guadalupe,410,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,David J. Schenck,Rep,163,16,138,9
Guadalupe,410,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Holly Taylor,Dem,49,9,39,1
Guadalupe,410,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Over Votes,,0,0,0,0
Guadalupe,410,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Under Votes,,9,1,8,0
Guadalupe,410,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Gina Parker,Rep,166,16,141,9
Guadalupe,410,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Nancy Mulder,Dem,46,9,36,1
Guadalupe,410,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,410,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Under Votes,,9,1,8,0
Guadalupe,410,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Lee Finley,Rep,167,16,142,9
Guadalupe,410,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Chika Anyiam,Dem,47,9,37,1
Guadalupe,410,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Over Votes,,0,0,0,0
Guadalupe,410,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Under Votes,,7,1,6,0
Guadalupe,410,State Senate,25,Donna Campbell,Rep,162,17,136,9
Guadalupe,410,State Senate,25,Merrie Fox,Dem,48,9,38,1
Guadalupe,410,State Senate,25,Over Votes,,0,0,0,0
Guadalupe,410,State Senate,25,Under Votes,,11,0,11,0
Guadalupe,410,State House,44,Alan Schoolcraft,Rep,150,13,129,8
