id,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
456,Precinct 5,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,586,30,440,116
457,Precinct 5,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,346,31,224,91
458,Precinct 5,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
459,Precinct 5,"Judge, Ct of Crim App, Pl 7",,,Under Votes,56,2,36,18
461,Precinct 5,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,601,34,447,120
462,Precinct 5,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,330,27,217,86
463,Precinct 5,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
464,Precinct 5,"Judge, Ct of Crim App, Pl 8",,,Under Votes,57,2,36,19
466,Precinct 5,State Representative,9,REP,Trent Ashby,722,54,513,155
467,Precinct 5,State Representative,9,,Over Votes,0,0,0,0
468,Precinct 5,State Representative,9,,Under Votes,266,9,187,70
471,Precinct 5,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,705,51,501,153
472,Precinct 5,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
473,Precinct 5,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,283,12,199,72
475,Precinct 5,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,702,51,497,154
476,Precinct 5,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
477,Precinct 5,"Dist Attorney, 159th Judicial Dist",,,Under Votes,286,12,203,71
479,Precinct 5,County Attorney,,REP,James M. Yakovsky,710,50,503,157
480,Precinct 5,County Attorney,,,Over Votes,0,0,0,0
481,Precinct 5,County Attorney,,,Under Votes,278,13,197,68
483,Precinct 5,District Clerk - Unexpired Term,,REP,Meagan Moore,708,51,499,158
484,Precinct 5,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
485,Precinct 5,District Clerk - Unexpired Term,,,Under Votes,280,12,201,67
487,Precinct 5,Sheriff,,REP,Tom Selman,730,51,518,161
488,Precinct 5,Sheriff,,,Over Votes,0,0,0,0
489,Precinct 5,Sheriff,,,Under Votes,258,12,182,64
492,Precinct 5,County Tax Assessor-Collector,,REP,Billie Page,720,52,507,161
493,Precinct 5,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
494,Precinct 5,County Tax Assessor-Collector,,,Under Votes,268,11,193,64
496,Precinct 5,Constable Pct 1,,REP,Ray Berry,730,50,518,162
497,Precinct 5,Constable Pct 1,,,Over Votes,0,0,0,0
498,Precinct 5,Constable Pct 1,,,Under Votes,258,13,182,63
500,Precinct 6,Registered Voters,,,,609,,,
501,Precinct 6,Ballots Cast,,,,411,19,326,66
503,Precinct 6,President,,REP,Donald J. Trump/JD Vance,349,8,287,54
504,Precinct 6,President,,DEM,Kamala D. Harris/Tim Walz,60,11,39,10
505,Precinct 6,President,,LIB,Chase Oliver/Mike ter Maat,1,0,0,1
506,Precinct 6,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
507,Precinct 6,President,,,Write-ins,0,0,0,0
508,Precinct 6,President,,,Over Votes,0,0,0,0
509,Precinct 6,President,,,Under Votes,1,0,0,1
511,Precinct 6,U.S. Senate,,REP,Ted Cruz,341,7,283,51
512,Precinct 6,U.S. Senate,,DEM,Colin Allred,61,10,39,12
513,Precinct 6,U.S. Senate,,LIB,Ted Brown,7,2,3,2
514,Precinct 6,U.S. Senate,,,Write-ins,0,0,0,0
515,Precinct 6,U.S. Senate,,,Over Votes,0,0,0,0
516,Precinct 6,U.S. Senate,,,Under Votes,2,0,1,1
518,Precinct 6,U.S. House,17,REP,Pete Sessions,345,8,285,52
519,Precinct 6,U.S. House,17,DEM,Mark Lorenzen,52,10,31,11
520,Precinct 6,U.S. House,17,,Over Votes,0,0,0,0
521,Precinct 6,U.S. House,17,,Under Votes,14,1,10,3
524,Precinct 6,Railroad Commissioner,,REP,Christi Craddick,329,7,275,47
525,Precinct 6,Railroad Commissioner,,DEM,Katherine Culbert,52,9,33,10
526,Precinct 6,Railroad Commissioner,,LIB,Hawk Dunlap,12,0,8,4
527,Precinct 6,Railroad Commissioner,,GRN,Eddie Espinoza,2,0,1,1
528,Precinct 6,Railroad Commissioner,,,Write-ins,0,0,0,0
529,Precinct 6,Railroad Commissioner,,,Over Votes,0,0,0,0
530,Precinct 6,Railroad Commissioner,,,Under Votes,16,3,9,4
532,Precinct 6,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,334,7,278,49
533,Precinct 6,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,62,9,39,14
534,Precinct 6,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
535,Precinct 6,"Justice, Supreme Court, Pl 2",,,Under Votes,15,3,9,3
537,Precinct 6,"Justice, Supreme Court, Pl 4",,REP,John Devine,335,7,278,50
538,Precinct 6,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,58,9,36,13
539,Precinct 6,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
540,Precinct 6,"Justice, Supreme Court, Pl 4",,,Under Votes,18,3,12,3
542,Precinct 6,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,333,7,277,49
543,Precinct 6,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,53,9,32,12
544,Precinct 6,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,9,0,7,2
545,Precinct 6,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
546,Precinct 6,"Justice, Supreme Court, Pl 6",,,Under Votes,16,3,10,3
549,Precinct 6,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,333,7,276,50
550,Precinct 6,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,59,9,37,13
551,Precinct 6,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
552,Precinct 6,"Presiding Judge, Ct of Crim App",,,Under Votes,19,3,13,3
554,Precinct 6,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,336,7,279,50
555,Precinct 6,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,57,9,35,13
556,Precinct 6,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
557,Precinct 6,"Judge, Ct of Crim App, Pl 7",,,Under Votes,18,3,12,3
559,Precinct 6,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,340,7,282,51
560,Precinct 6,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,52,8,32,12
561,Precinct 6,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
562,Precinct 6,"Judge, Ct of Crim App, Pl 8",,,Under Votes,19,4,12,3
564,Precinct 6,State Representative,9,REP,Trent Ashby,369,10,298,61
565,Precinct 6,State Representative,9,,Over Votes,0,0,0,0
566,Precinct 6,State Representative,9,,Under Votes,42,9,28,5
569,Precinct 6,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,354,8,289,57
570,Precinct 6,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
571,Precinct 6,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,57,11,37,9
573,Precinct 6,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,359,8,295,56
574,Precinct 6,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
575,Precinct 6,"Dist Attorney, 159th Judicial Dist",,,Under Votes,52,11,31,10
577,Precinct 6,County Attorney,,REP,James M. Yakovsky,355,8,291,56
578,Precinct 6,County Attorney,,,Over Votes,0,0,0,0
579,Precinct 6,County Attorney,,,Under Votes,56,11,35,10
581,Precinct 6,District Clerk - Unexpired Term,,REP,Meagan Moore,353,8,292,53
582,Precinct 6,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
583,Precinct 6,District Clerk - Unexpired Term,,,Under Votes,58,11,34,13
585,Precinct 6,Sheriff,,REP,Tom Selman,370,10,302,58
586,Precinct 6,Sheriff,,,Over Votes,0,0,0,0
587,Precinct 6,Sheriff,,,Under Votes,41,9,24,8
590,Precinct 6,County Tax Assessor-Collector,,REP,Billie Page,366,9,299,58
591,Precinct 6,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
592,Precinct 6,County Tax Assessor-Collector,,,Under Votes,45,10,27,8
594,Precinct 6,County Commissioner Pct 1,,REP,Rocky Thigpen,352,9,288,55
595,Precinct 6,County Commissioner Pct 1,,,Over Votes,0,0,0,0
596,Precinct 6,County Commissioner Pct 1,,,Under Votes,59,10,38,11
598,Precinct 6,Constable Pct 2,,REP,Trae Trevathan,349,6,290,53
599,Precinct 6,Constable Pct 2,,,Over Votes,0,0,0,0
600,Precinct 6,Constable Pct 2,,,Under Votes,62,13,36,13
602,Precinct 7,Registered Voters,,,,1488,,,
603,Precinct 7,Ballots Cast,,,,1091,21,865,205
605,Precinct 7,President,,REP,Donald J. Trump/JD Vance,966,15,779,172
606,Precinct 7,President,,DEM,Kamala D. Harris/Tim Walz,116,6,80,30
607,Precinct 7,President,,LIB,Chase Oliver/Mike ter Maat,4,0,3,1
608,Precinct 7,President,,GRN,Jill Stein/Rudolph Ware,1,0,1,0
609,Precinct 7,President,,,Write-ins,2,0,1,1
610,Precinct 7,President,,,Over Votes,0,0,0,0
611,Precinct 7,President,,,Under Votes,2,0,1,1
613,Precinct 7,U.S. Senate,,REP,Ted Cruz,944,14,766,164
614,Precinct 7,U.S. Senate,,DEM,Colin Allred,126,7,86,33
615,Precinct 7,U.S. Senate,,LIB,Ted Brown,15,0,8,7
616,Precinct 7,U.S. Senate,,,Write-ins,0,0,0,0
617,Precinct 7,U.S. Senate,,,Over Votes,0,0,0,0
618,Precinct 7,U.S. Senate,,,Under Votes,6,0,5,1
620,Precinct 7,U.S. House,17,REP,Pete Sessions,979,17,789,173
621,Precinct 7,U.S. House,17,DEM,Mark Lorenzen,99,3,67,29
622,Precinct 7,U.S. House,17,,Over Votes,0,0,0,0
623,Precinct 7,U.S. House,17,,Under Votes,13,1,9,3
626,Precinct 7,Railroad Commissioner,,REP,Christi Craddick,943,15,769,159
627,Precinct 7,Railroad Commissioner,,DEM,Katherine Culbert,89,3,58,28
628,Precinct 7,Railroad Commissioner,,LIB,Hawk Dunlap,27,1,17,9
629,Precinct 7,Railroad Commissioner,,GRN,Eddie Espinoza,7,0,6,1
630,Precinct 7,Railroad Commissioner,,,Write-ins,0,0,0,0
631,Precinct 7,Railroad Commissioner,,,Over Votes,0,0,0,0
632,Precinct 7,Railroad Commissioner,,,Under Votes,25,2,15,8
634,Precinct 7,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,968,16,784,168
635,Precinct 7,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,99,3,67,29
636,Precinct 7,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
637,Precinct 7,"Justice, Supreme Court, Pl 2",,,Under Votes,24,2,14,8
639,Precinct 7,"Justice, Supreme Court, Pl 4",,REP,John Devine,957,16,776,165
640,Precinct 7,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,108,3,73,32
641,Precinct 7,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
642,Precinct 7,"Justice, Supreme Court, Pl 4",,,Under Votes,26,2,16,8
644,Precinct 7,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,948,16,773,159
645,Precinct 7,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,88,3,56,29
646,Precinct 7,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,25,0,18,7
647,Precinct 7,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
648,Precinct 7,"Justice, Supreme Court, Pl 6",,,Under Votes,30,2,18,10
651,Precinct 7,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,955,16,776,163
652,Precinct 7,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,103,3,68,32
653,Precinct 7,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
654,Precinct 7,"Presiding Judge, Ct of Crim App",,,Under Votes,33,2,21,10
656,Precinct 7,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,963,15,783,165
657,Precinct 7,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,96,4,62,30
658,Precinct 7,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
659,Precinct 7,"Judge, Ct of Crim App, Pl 7",,,Under Votes,32,2,20,10
661,Precinct 7,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,966,15,785,166
662,Precinct 7,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,91,4,58,29
663,Precinct 7,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
664,Precinct 7,"Judge, Ct of Crim App, Pl 8",,,Under Votes,34,2,22,10
666,Precinct 7,State Representative,9,REP,Trent Ashby,999,18,802,179
667,Precinct 7,State Representative,9,,Over Votes,0,0,0,0
668,Precinct 7,State Representative,9,,Under Votes,92,3,63,26
671,Precinct 7,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,979,17,789,173
672,Precinct 7,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
673,Precinct 7,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,112,4,76,32
675,Precinct 7,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,964,18,776,170
676,Precinct 7,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
677,Precinct 7,"Dist Attorney, 159th Judicial Dist",,,Under Votes,127,3,89,35
679,Precinct 7,County Attorney,,REP,James M. Yakovsky,980,17,788,175
680,Precinct 7,County Attorney,,,Over Votes,0,0,0,0
681,Precinct 7,County Attorney,,,Under Votes,111,4,77,30
683,Precinct 7,District Clerk - Unexpired Term,,REP,Meagan Moore,972,18,783,171
684,Precinct 7,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
685,Precinct 7,District Clerk - Unexpired Term,,,Under Votes,119,3,82,34
687,Precinct 7,Sheriff,,REP,Tom Selman,993,17,802,174
688,Precinct 7,Sheriff,,,Over Votes,0,0,0,0
689,Precinct 7,Sheriff,,,Under Votes,98,4,63,31
692,Precinct 7,County Tax Assessor-Collector,,REP,Billie Page,981,17,785,179
693,Precinct 7,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
694,Precinct 7,County Tax Assessor-Collector,,,Under Votes,110,4,80,26
696,Precinct 7,County Commissioner Pct 1,,REP,Rocky Thigpen,984,18,791,175
697,Precinct 7,County Commissioner Pct 1,,,Over Votes,0,0,0,0
698,Precinct 7,County Commissioner Pct 1,,,Under Votes,107,3,74,30
700,Precinct 7,Constable Pct 2,,REP,Trae Trevathan,942,18,752,172
701,Precinct 7,Constable Pct 2,,,Over Votes,0,0,0,0
702,Precinct 7,Constable Pct 2,,,Under Votes,149,3,113,33
704,Precinct 8,Registered Voters,,,,1416,,,
705,Precinct 8,Ballots Cast,,,,1071,22,813,236
707,Precinct 8,President,,REP,Donald J. Trump/JD Vance,948,18,719,211
708,Precinct 8,President,,DEM,Kamala D. Harris/Tim Walz,109,3,83,23
709,Precinct 8,President,,LIB,Chase Oliver/Mike ter Maat,7,0,5,2
710,Precinct 8,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
711,Precinct 8,President,,,Write-ins,2,0,2,0
712,Precinct 8,President,,,Over Votes,0,0,0,0
713,Precinct 8,President,,,Under Votes,5,1,4,0
715,Precinct 8,U.S. Senate,,REP,Ted Cruz,931,18,711,202
716,Precinct 8,U.S. Senate,,DEM,Colin Allred,118,3,92,23
717,Precinct 8,U.S. Senate,,LIB,Ted Brown,17,1,7,9
718,Precinct 8,U.S. Senate,,,Write-ins,0,0,0,0
719,Precinct 8,U.S. Senate,,,Over Votes,0,0,0,0
720,Precinct 8,U.S. Senate,,,Under Votes,5,0,3,2
722,Precinct 8,U.S. House,17,REP,Pete Sessions,952,19,726,207
723,Precinct 8,U.S. House,17,DEM,Mark Lorenzen,98,3,72,23
724,Precinct 8,U.S. House,17,,Over Votes,0,0,0,0
725,Precinct 8,U.S. House,17,,Under Votes,21,0,15,6
728,Precinct 8,Railroad Commissioner,,REP,Christi Craddick,923,19,705,199
729,Precinct 8,Railroad Commissioner,,DEM,Katherine Culbert,91,3,66,22
730,Precinct 8,Railroad Commissioner,,LIB,Hawk Dunlap,20,0,14,6
731,Precinct 8,Railroad Commissioner,,GRN,Eddie Espinoza,5,0,4,1
732,Precinct 8,Railroad Commissioner,,,Write-ins,0,0,0,0
733,Precinct 8,Railroad Commissioner,,,Over Votes,0,0,0,0
734,Precinct 8,Railroad Commissioner,,,Under Votes,32,0,24,8
736,Precinct 8,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,940,19,714,207
737,Precinct 8,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,97,3,72,22
738,Precinct 8,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
739,Precinct 8,"Justice, Supreme Court, Pl 2",,,Under Votes,34,0,27,7
741,Precinct 8,"Justice, Supreme Court, Pl 4",,REP,John Devine,931,19,708,204
742,Precinct 8,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,103,3,76,24
743,Precinct 8,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
744,Precinct 8,"Justice, Supreme Court, Pl 4",,,Under Votes,37,0,29,8
746,Precinct 8,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,923,19,703,201
747,Precinct 8,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,90,3,67,20
748,Precinct 8,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,17,0,12,5
749,Precinct 8,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
750,Precinct 8,"Justice, Supreme Court, Pl 6",,,Under Votes,41,0,31,10
753,Precinct 8,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,924,19,703,202
754,Precinct 8,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,102,3,77,22
755,Precinct 8,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
756,Precinct 8,"Presiding Judge, Ct of Crim App",,,Under Votes,45,0,33,12
758,Precinct 8,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,936,19,713,204
759,Precinct 8,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,93,3,68,22
760,Precinct 8,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
761,Precinct 8,"Judge, Ct of Crim App, Pl 7",,,Under Votes,42,0,32,10
763,Precinct 8,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,940,19,716,205
764,Precinct 8,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,89,3,65,21
765,Precinct 8,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
766,Precinct 8,"Judge, Ct of Crim App, Pl 8",,,Under Votes,42,0,32,10
768,Precinct 8,State Representative,9,REP,Trent Ashby,991,20,755,216
769,Precinct 8,State Representative,9,,Over Votes,0,0,0,0
770,Precinct 8,State Representative,9,,Under Votes,80,2,58,20
773,Precinct 8,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,962,21,730,211
774,Precinct 8,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
775,Precinct 8,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,109,1,83,25
777,Precinct 8,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,957,21,727,209
778,Precinct 8,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
779,Precinct 8,"Dist Attorney, 159th Judicial Dist",,,Under Votes,114,1,86,27
781,Precinct 8,County Attorney,,REP,James M. Yakovsky,969,20,738,211
782,Precinct 8,County Attorney,,,Over Votes,0,0,0,0
783,Precinct 8,County Attorney,,,Under Votes,102,2,75,25
785,Precinct 8,District Clerk - Unexpired Term,,REP,Meagan Moore,966,20,734,212
786,Precinct 8,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
787,Precinct 8,District Clerk - Unexpired Term,,,Under Votes,105,2,79,24
789,Precinct 8,Sheriff,,REP,Tom Selman,982,19,748,215
790,Precinct 8,Sheriff,,,Over Votes,0,0,0,0
791,Precinct 8,Sheriff,,,Under Votes,89,3,65,21
794,Precinct 8,County Tax Assessor-Collector,,REP,Billie Page,976,21,742,213
795,Precinct 8,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
796,Precinct 8,County Tax Assessor-Collector,,,Under Votes,95,1,71,23
798,Precinct 8,County Commissioner Pct 1,,REP,Rocky Thigpen,965,20,732,213
799,Precinct 8,County Commissioner Pct 1,,,Over Votes,0,0,0,0
800,Precinct 8,County Commissioner Pct 1,,,Under Votes,106,2,81,23
802,Precinct 8,Constable Pct 2,,REP,Trae Trevathan,931,20,699,212
803,Precinct 8,Constable Pct 2,,,Over Votes,0,0,0,0
804,Precinct 8,Constable Pct 2,,,Under Votes,140,2,114,24
806,Precinct 9,Registered Voters,,,,294,,,
807,Precinct 9,Ballots Cast,,,,199,53,125,21
809,Precinct 9,President,,REP,Donald J. Trump/JD Vance,138,37,86,15
810,Precinct 9,President,,DEM,Kamala D. Harris/Tim Walz,61,16,39,6
811,Precinct 9,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0
812,Precinct 9,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
813,Precinct 9,President,,,Write-ins,0,0,0,0
814,Precinct 9,President,,,Over Votes,0,0,0,0
815,Precinct 9,President,,,Under Votes,0,0,0,0
817,Precinct 9,U.S. Senate,,REP,Ted Cruz,133,36,84,13
818,Precinct 9,U.S. Senate,,DEM,Colin Allred,60,16,37,7
819,Precinct 9,U.S. Senate,,LIB,Ted Brown,3,1,1,1
820,Precinct 9,U.S. Senate,,,Write-ins,0,0,0,0
821,Precinct 9,U.S. Senate,,,Over Votes,0,0,0,0
822,Precinct 9,U.S. Senate,,,Under Votes,3,0,3,0
824,Precinct 9,U.S. House,17,REP,Pete Sessions,135,39,83,13
825,Precinct 9,U.S. House,17,DEM,Mark Lorenzen,56,13,35,8
826,Precinct 9,U.S. House,17,,Over Votes,0,0,0,0
827,Precinct 9,U.S. House,17,,Under Votes,8,1,7,0
830,Precinct 9,Railroad Commissioner,,REP,Christi Craddick,133,39,83,11
831,Precinct 9,Railroad Commissioner,,DEM,Katherine Culbert,47,12,28,7
832,Precinct 9,Railroad Commissioner,,LIB,Hawk Dunlap,3,0,2,1
833,Precinct 9,Railroad Commissioner,,GRN,Eddie Espinoza,4,0,2,2
834,Precinct 9,Railroad Commissioner,,,Write-ins,0,0,0,0
835,Precinct 9,Railroad Commissioner,,,Over Votes,0,0,0,0
836,Precinct 9,Railroad Commissioner,,,Under Votes,12,2,10,0
838,Precinct 9,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,133,38,82,13
839,Precinct 9,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,53,12,33,8
840,Precinct 9,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
841,Precinct 9,"Justice, Supreme Court, Pl 2",,,Under Votes,13,3,10,0
843,Precinct 9,"Justice, Supreme Court, Pl 4",,REP,John Devine,129,37,80,12
844,Precinct 9,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,55,13,33,9
845,Precinct 9,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
846,Precinct 9,"Justice, Supreme Court, Pl 4",,,Under Votes,15,3,12,0
848,Precinct 9,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,130,37,79,14
849,Precinct 9,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,52,13,32,7
850,Precinct 9,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,4,0,4,0
851,Precinct 9,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
852,Precinct 9,"Justice, Supreme Court, Pl 6",,,Under Votes,13,3,10,0
855,Precinct 9,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,135,37,84,14
856,Precinct 9,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,54,13,34,7
857,Precinct 9,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
858,Precinct 9,"Presiding Judge, Ct of Crim App",,,Under Votes,10,3,7,0
860,Precinct 9,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,131,37,81,13
861,Precinct 9,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,55,12,35,8
862,Precinct 9,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
863,Precinct 9,"Judge, Ct of Crim App, Pl 7",,,Under Votes,13,4,9,0
865,Precinct 9,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,140,40,85,15
866,Precinct 9,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,44,10,28,6
867,Precinct 9,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
868,Precinct 9,"Judge, Ct of Crim App, Pl 8",,,Under Votes,15,3,12,0
870,Precinct 9,State Representative,9,REP,Trent Ashby,163,41,104,18
871,Precinct 9,State Representative,9,,Over Votes,0,0,0,0
872,Precinct 9,State Representative,9,,Under Votes,36,12,21,3
875,Precinct 9,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,157,40,99,18
876,Precinct 9,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
877,Precinct 9,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,42,13,26,3
879,Precinct 9,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,158,41,99,18
880,Precinct 9,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
881,Precinct 9,"Dist Attorney, 159th Judicial Dist",,,Under Votes,41,12,26,3
883,Precinct 9,County Attorney,,REP,James M. Yakovsky,158,41,99,18
884,Precinct 9,County Attorney,,,Over Votes,0,0,0,0
885,Precinct 9,County Attorney,,,Under Votes,41,12,26,3
887,Precinct 9,District Clerk - Unexpired Term,,REP,Meagan Moore,160,41,101,18
888,Precinct 9,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
889,Precinct 9,District Clerk - Unexpired Term,,,Under Votes,39,12,24,3
891,Precinct 9,Sheriff,,REP,Tom Selman,167,44,105,18
892,Precinct 9,Sheriff,,,Over Votes,0,0,0,0
893,Precinct 9,Sheriff,,,Under Votes,32,9,20,3
896,Precinct 9,County Tax Assessor-Collector,,REP,Billie Page,164,43,103,18
