county,precinct,office,district,party,candidate,votes,absentee,early,election_day
Midland,306,Member,15,DEM,Morgan Kirkpatrick,633,53,411,169
Midland,307,Member,15,DEM,Morgan Kirkpatrick,172,9,130,33
Midland,307A,Member,15,DEM,Morgan Kirkpatrick,187,6,148,33
Midland,308,Member,15,DEM,Morgan Kirkpatrick,702,43,512,147
Midland,309,Member,15,DEM,Morgan Kirkpatrick,56,0,35,21
Midland,309A,Member,15,DEM,Morgan Kirkpatrick,2,0,0,2
Midland,310,Member,15,DEM,Morgan Kirkpatrick,83,5,53,25
Midland,401,Member,15,DEM,Morgan Kirkpatrick,66,4,48,14
Midland,402,Member,15,DEM,Morgan Kirkpatrick,101,5,88,8
Midland,403,Member,15,DEM,Morgan Kirkpatrick,330,20,250,60
Midland,404,Member,15,DEM,Morgan Kirkpatrick,240,13,190,37
Midland,405,Member,15,DEM,Morgan Kirkpatrick,280,15,212,53
Midland,406,Member,15,DEM,Morgan Kirkpatrick,303,10,202,91
Midland,407,Member,15,DEM,Morgan Kirkpatrick,347,16,255,76
Midland,408,Member,15,DEM,Morgan Kirkpatrick,179,9,139,31
Midland,409,Member,15,DEM,Morgan Kirkpatrick,225,11,175,39
Midland,410,Member,15,DEM,Morgan Kirkpatrick,192,7,148,37
Midland,411,Member,15,DEM,Morgan Kirkpatrick,267,7,223,37
Midland,406,Odessa City Council,,,Craig Stoker,1055,8,717,330
Midland,406,Odessa City Council,,,Denise Swanner,574,14,370,190
Midland,406,Odessa City Council Member,2,,Nayely Urias,617,5,367,245
Midland,406,Odessa City Council Member,2,,Steven P. Thompson,978,18,696,264
Midland,101,President,,LIB,Chase Oliver/Mike ter Maat,4,0,2,2
Midland,101A,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0
Midland,102,President,,LIB,Chase Oliver/Mike ter Maat,15,0,9,6
Midland,103,President,,LIB,Chase Oliver/Mike ter Maat,12,0,10,2
Midland,104,President,,LIB,Chase Oliver/Mike ter Maat,3,0,1,2
Midland,105,President,,LIB,Chase Oliver/Mike ter Maat,3,0,1,2
Midland,106,President,,LIB,Chase Oliver/Mike ter Maat,10,0,5,5
Midland,107,President,,LIB,Chase Oliver/Mike ter Maat,12,0,9,3
Midland,108,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0
Midland,108A,President,,LIB,Chase Oliver/Mike ter Maat,2,0,2,0
Midland,109,President,,LIB,Chase Oliver/Mike ter Maat,3,0,0,3
Midland,109A,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0
Midland,110,President,,LIB,Chase Oliver/Mike ter Maat,12,0,8,4
Midland,201,President,,LIB,Chase Oliver/Mike ter Maat,4,0,3,1
Midland,202,President,,LIB,Chase Oliver/Mike ter Maat,11,0,3,8
Midland,202A,President,,LIB,Chase Oliver/Mike ter Maat,5,0,2,3
Midland,203,President,,LIB,Chase Oliver/Mike ter Maat,3,0,2,1
Midland,204,President,,LIB,Chase Oliver/Mike ter Maat,19,1,12,6
Midland,205,President,,LIB,Chase Oliver/Mike ter Maat,9,1,5,3
Midland,206,President,,LIB,Chase Oliver/Mike ter Maat,16,0,12,4
Midland,207,President,,LIB,Chase Oliver/Mike ter Maat,12,0,8,4
Midland,208,President,,LIB,Chase Oliver/Mike ter Maat,6,0,3,3
Midland,210,President,,LIB,Chase Oliver/Mike ter Maat,12,0,10,2
Midland,211,President,,LIB,Chase Oliver/Mike ter Maat,20,0,15,5
Midland,302,President,,LIB,Chase Oliver/Mike ter Maat,11,0,8,3
Midland,303,President,,LIB,Chase Oliver/Mike ter Maat,1,0,0,1
Midland,304,President,,LIB,Chase Oliver/Mike ter Maat,1,0,1,0
Midland,305,President,,LIB,Chase Oliver/Mike ter Maat,4,0,3,1
Midland,306,President,,LIB,Chase Oliver/Mike ter Maat,9,0,5,4
Midland,307,President,,LIB,Chase Oliver/Mike ter Maat,5,0,3,2
Midland,307A,President,,LIB,Chase Oliver/Mike ter Maat,10,0,4,6
Midland,308,President,,LIB,Chase Oliver/Mike ter Maat,6,0,1,5
Midland,309,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0
Midland,309A,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0
Midland,310,President,,LIB,Chase Oliver/Mike ter Maat,1,0,0,1
Midland,401,President,,LIB,Chase Oliver/Mike ter Maat,2,0,1,1
Midland,402,President,,LIB,Chase Oliver/Mike ter Maat,13,1,11,1
Midland,403,President,,LIB,Chase Oliver/Mike ter Maat,17,2,10,5
Midland,404,President,,LIB,Chase Oliver/Mike ter Maat,12,0,7,5
Midland,405,President,,LIB,Chase Oliver/Mike ter Maat,9,0,7,2
Midland,406,President,,LIB,Chase Oliver/Mike ter Maat,13,0,6,7
Midland,407,President,,LIB,Chase Oliver/Mike ter Maat,7,0,5,2
Midland,408,President,,LIB,Chase Oliver/Mike ter Maat,9,0,9,0
Midland,409,President,,LIB,Chase Oliver/Mike ter Maat,8,0,6,2
Midland,410,President,,LIB,Chase Oliver/Mike ter Maat,11,0,8,3
Midland,411,President,,LIB,Chase Oliver/Mike ter Maat,21,0,15,6
Midland,101,President,,REP,Donald J. Trump/JD Vance,550,6,414,130
Midland,101A,President,,REP,Donald J. Trump/JD Vance,1,0,0,1
Midland,102,President,,REP,Donald J. Trump/JD Vance,1537,12,1181,344
Midland,103,President,,REP,Donald J. Trump/JD Vance,1738,29,1320,389
Midland,104,President,,REP,Donald J. Trump/JD Vance,304,7,210,87
Midland,105,President,,REP,Donald J. Trump/JD Vance,715,13,487,215
Midland,106,President,,REP,Donald J. Trump/JD Vance,1520,35,1130,355
Midland,107,President,,REP,Donald J. Trump/JD Vance,1414,37,1174,203
Midland,108,President,,REP,Donald J. Trump/JD Vance,207,2,157,48
Midland,108A,President,,REP,Donald J. Trump/JD Vance,205,4,123,78
Midland,109,President,,REP,Donald J. Trump/JD Vance,251,1,174,76
Midland,109A,President,,REP,Donald J. Trump/JD Vance,0,0,0,0
Midland,110,President,,REP,Donald J. Trump/JD Vance,1982,29,1725,228
Midland,201,President,,REP,Donald J. Trump/JD Vance,1420,23,1051,346
Midland,202,President,,REP,Donald J. Trump/JD Vance,2087,25,1423,639
Midland,202A,President,,REP,Donald J. Trump/JD Vance,2130,18,1546,566
Midland,203,President,,REP,Donald J. Trump/JD Vance,433,5,364,64
Midland,204,President,,REP,Donald J. Trump/JD Vance,2397,47,1999,351
Midland,205,President,,REP,Donald J. Trump/JD Vance,976,27,852,97
Midland,206,President,,REP,Donald J. Trump/JD Vance,1031,15,897,119
Midland,207,President,,REP,Donald J. Trump/JD Vance,1395,36,1187,172
Midland,208,President,,REP,Donald J. Trump/JD Vance,326,6,242,78
Midland,210,President,,REP,Donald J. Trump/JD Vance,726,16,582,128
Midland,211,President,,REP,Donald J. Trump/JD Vance,2815,13,2075,727
Midland,302,President,,REP,Donald J. Trump/JD Vance,1437,9,1016,412
Midland,303,President,,REP,Donald J. Trump/JD Vance,125,0,90,35
Midland,304,President,,REP,Donald J. Trump/JD Vance,413,0,289,124
Midland,305,President,,REP,Donald J. Trump/JD Vance,315,3,185,127
Midland,306,President,,REP,Donald J. Trump/JD Vance,675,7,429,239
Midland,307,President,,REP,Donald J. Trump/JD Vance,504,11,381,112
Midland,307A,President,,REP,Donald J. Trump/JD Vance,385,4,300,81
Midland,308,President,,REP,Donald J. Trump/JD Vance,913,7,640,266
Midland,309,President,,REP,Donald J. Trump/JD Vance,121,0,73,48
Midland,309A,President,,REP,Donald J. Trump/JD Vance,16,0,16,0
Midland,310,President,,REP,Donald J. Trump/JD Vance,272,2,181,89
Midland,401,President,,REP,Donald J. Trump/JD Vance,813,17,622,174
Midland,402,President,,REP,Donald J. Trump/JD Vance,620,10,518,92
Midland,403,President,,REP,Donald J. Trump/JD Vance,1885,43,1587,255
Midland,404,President,,REP,Donald J. Trump/JD Vance,1405,28,1241,136
Midland,405,President,,REP,Donald J. Trump/JD Vance,1363,15,1138,210
Midland,406,President,,REP,Donald J. Trump/JD Vance,1589,20,1064,505
Midland,407,President,,REP,Donald J. Trump/JD Vance,1320,17,1094,209
Midland,408,President,,REP,Donald J. Trump/JD Vance,1811,31,1591,189
Midland,409,President,,REP,Donald J. Trump/JD Vance,1237,19,1038,180
Midland,410,President,,REP,Donald J. Trump/JD Vance,1437,7,1209,221
Midland,411,President,,REP,Donald J. Trump/JD Vance,2128,22,1799,307
Midland,101,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
Midland,101A,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
Midland,102,President,,GRN,Jill Stein/Rudolph Ware,7,0,5,2
Midland,103,President,,GRN,Jill Stein/Rudolph Ware,10,0,8,2
Midland,104,President,,GRN,Jill Stein/Rudolph Ware,2,0,2,0
Midland,105,President,,GRN,Jill Stein/Rudolph Ware,2,0,0,2
Midland,106,President,,GRN,Jill Stein/Rudolph Ware,4,0,4,0
Midland,107,President,,GRN,Jill Stein/Rudolph Ware,8,0,6,2
Midland,108,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
Midland,108A,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
Midland,109,President,,GRN,Jill Stein/Rudolph Ware,3,0,0,3
Midland,109A,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
Midland,110,President,,GRN,Jill Stein/Rudolph Ware,3,0,2,1
Midland,201,President,,GRN,Jill Stein/Rudolph Ware,3,0,3,0
Midland,202,President,,GRN,Jill Stein/Rudolph Ware,3,0,1,2
Midland,202A,President,,GRN,Jill Stein/Rudolph Ware,2,0,1,1
Midland,203,President,,GRN,Jill Stein/Rudolph Ware,1,0,1,0
Midland,204,President,,GRN,Jill Stein/Rudolph Ware,11,0,8,3
Midland,205,President,,GRN,Jill Stein/Rudolph Ware,3,0,0,3
Midland,206,President,,GRN,Jill Stein/Rudolph Ware,4,1,2,1
Midland,207,President,,GRN,Jill Stein/Rudolph Ware,6,0,1,5
Midland,208,President,,GRN,Jill Stein/Rudolph Ware,4,0,2,2
Midland,210,President,,GRN,Jill Stein/Rudolph Ware,3,0,2,1
Midland,211,President,,GRN,Jill Stein/Rudolph Ware,8,0,6,2
Midland,302,President,,GRN,Jill Stein/Rudolph Ware,3,0,2,1
Midland,303,President,,GRN,Jill Stein/Rudolph Ware,1,0,1,0
Midland,304,President,,GRN,Jill Stein/Rudolph Ware,1,0,1,0
Midland,305,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
Midland,306,President,,GRN,Jill Stein/Rudolph Ware,5,1,4,0
Midland,307,President,,GRN,Jill Stein/Rudolph Ware,2,0,2,0
Midland,307A,President,,GRN,Jill Stein/Rudolph Ware,3,0,2,1
Midland,308,President,,GRN,Jill Stein/Rudolph Ware,5,0,4,1
Midland,309,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
Midland,309A,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
Midland,310,President,,GRN,Jill Stein/Rudolph Ware,1,0,1,0
Midland,401,President,,GRN,Jill Stein/Rudolph Ware,2,0,2,0
Midland,402,President,,GRN,Jill Stein/Rudolph Ware,2,0,2,0
Midland,403,President,,GRN,Jill Stein/Rudolph Ware,1,0,0,1
Midland,404,President,,GRN,Jill Stein/Rudolph Ware,4,0,1,3
Midland,405,President,,GRN,Jill Stein/Rudolph Ware,8,0,7,1
Midland,406,President,,GRN,Jill Stein/Rudolph Ware,2,0,2,0
Midland,407,President,,GRN,Jill Stein/Rudolph Ware,2,0,1,1
Midland,408,President,,GRN,Jill Stein/Rudolph Ware,1,0,1,0
Midland,409,President,,GRN,Jill Stein/Rudolph Ware,3,0,1,2
Midland,410,President,,GRN,Jill Stein/Rudolph Ware,5,0,3,2
Midland,411,President,,GRN,Jill Stein/Rudolph Ware,4,0,4,0
Midland,101,President,,DEM,Kamala D. Harris/Tim Walz,59,2,41,16
Midland,101A,President,,DEM,Kamala D. Harris/Tim Walz,0,0,0,0
Midland,102,President,,DEM,Kamala D. Harris/Tim Walz,400,7,284,109
Midland,103,President,,DEM,Kamala D. Harris/Tim Walz,484,28,349,107
Midland,104,President,,DEM,Kamala D. Harris/Tim Walz,134,4,91,39
Midland,105,President,,DEM,Kamala D. Harris/Tim Walz,212,12,135,65
Midland,106,President,,DEM,Kamala D. Harris/Tim Walz,528,23,367,138
Midland,107,President,,DEM,Kamala D. Harris/Tim Walz,367,26,267,74
Midland,108,President,,DEM,Kamala D. Harris/Tim Walz,52,1,34,17
Midland,108A,President,,DEM,Kamala D. Harris/Tim Walz,31,0,20,11
Midland,109,President,,DEM,Kamala D. Harris/Tim Walz,129,3,80,46
Midland,109A,President,,DEM,Kamala D. Harris/Tim Walz,0,0,0,0
Midland,110,President,,DEM,Kamala D. Harris/Tim Walz,303,9,247,47
Midland,201,President,,DEM,Kamala D. Harris/Tim Walz,212,7,137,68
Midland,202,President,,DEM,Kamala D. Harris/Tim Walz,140,3,82,55
Midland,202A,President,,DEM,Kamala D. Harris/Tim Walz,225,5,154,66
Midland,203,President,,DEM,Kamala D. Harris/Tim Walz,68,2,52,14
Midland,204,President,,DEM,Kamala D. Harris/Tim Walz,417,21,327,69
Midland,205,President,,DEM,Kamala D. Harris/Tim Walz,226,11,189,26
Midland,206,President,,DEM,Kamala D. Harris/Tim Walz,218,16,173,29
Midland,207,President,,DEM,Kamala D. Harris/Tim Walz,416,30,322,64
Midland,208,President,,DEM,Kamala D. Harris/Tim Walz,127,3,94,30
Midland,210,President,,DEM,Kamala D. Harris/Tim Walz,202,10,153,39
Midland,211,President,,DEM,Kamala D. Harris/Tim Walz,656,4,463,189
Midland,302,President,,DEM,Kamala D. Harris/Tim Walz,275,9,185,81
Midland,303,President,,DEM,Kamala D. Harris/Tim Walz,45,0,25,20
Midland,304,President,,DEM,Kamala D. Harris/Tim Walz,229,6,156,67
Midland,305,President,,DEM,Kamala D. Harris/Tim Walz,318,14,203,101
Midland,306,President,,DEM,Kamala D. Harris/Tim Walz,706,58,456,192
Midland,307,President,,DEM,Kamala D. Harris/Tim Walz,186,11,139,36
Midland,307A,President,,DEM,Kamala D. Harris/Tim Walz,212,10,163,39
Midland,308,President,,DEM,Kamala D. Harris/Tim Walz,761,42,566,153
Midland,309,President,,DEM,Kamala D. Harris/Tim Walz,48,0,29,19
Midland,309A,President,,DEM,Kamala D. Harris/Tim Walz,2,0,0,2
Midland,310,President,,DEM,Kamala D. Harris/Tim Walz,85,6,57,22
Midland,401,President,,DEM,Kamala D. Harris/Tim Walz,66,4,48,14
Midland,402,President,,DEM,Kamala D. Harris/Tim Walz,124,8,102,14
Midland,403,President,,DEM,Kamala D. Harris/Tim Walz,372,22,284,66
Midland,404,President,,DEM,Kamala D. Harris/Tim Walz,295,14,241,40
Midland,405,President,,DEM,Kamala D. Harris/Tim Walz,311,19,230,62
Midland,406,President,,DEM,Kamala D. Harris/Tim Walz,334,14,221,99
Midland,407,President,,DEM,Kamala D. Harris/Tim Walz,373,20,274,79
Midland,408,President,,DEM,Kamala D. Harris/Tim Walz,223,11,177,35
Midland,409,President,,DEM,Kamala D. Harris/Tim Walz,247,11,199,37
Midland,410,President,,DEM,Kamala D. Harris/Tim Walz,204,7,158,39
Midland,411,President,,DEM,Kamala D. Harris/Tim Walz,329,9,277,43
Midland,101,President,,,Write-in,0,0,0,0
Midland,101A,President,,,Write-in,0,0,0,0
Midland,102,President,,,Write-in,5,0,3,2
Midland,103,President,,,Write-in,5,0,2,3
Midland,104,President,,,Write-in,1,0,1,0
Midland,105,President,,,Write-in,2,0,1,1
Midland,106,President,,,Write-in,6,0,4,2
Midland,107,President,,,Write-in,4,0,2,2
Midland,108,President,,,Write-in,0,0,0,0
Midland,108A,President,,,Write-in,0,0,0,0
Midland,109,President,,,Write-in,1,0,1,0
Midland,109A,President,,,Write-in,0,0,0,0
Midland,110,President,,,Write-in,9,0,8,1
Midland,201,President,,,Write-in,1,0,0,1
Midland,202,President,,,Write-in,1,0,0,1
Midland,202A,President,,,Write-in,2,0,2,0
Midland,203,President,,,Write-in,2,0,1,1
Midland,204,President,,,Write-in,17,1,13,3
Midland,205,President,,,Write-in,9,0,7,2
Midland,206,President,,,Write-in,10,1,8,1
Midland,207,President,,,Write-in,9,0,7,2
Midland,208,President,,,Write-in,1,0,0,1
Midland,210,President,,,Write-in,3,0,3,0
Midland,211,President,,,Write-in,7,0,5,2
Midland,302,President,,,Write-in,2,0,2,0
Midland,303,President,,,Write-in,1,0,0,1
Midland,304,President,,,Write-in,0,0,0,0
Midland,305,President,,,Write-in,2,0,1,1
Midland,306,President,,,Write-in,2,0,2,0
Midland,307,President,,,Write-in,1,0,1,0
Midland,307A,President,,,Write-in,1,0,1,0
Midland,308,President,,,Write-in,3,0,2,1
Midland,309,President,,,Write-in,2,0,2,0
Midland,309A,President,,,Write-in,0,0,0,0
Midland,310,President,,,Write-in,0,0,0,0
Midland,401,President,,,Write-in,0,0,0,0
Midland,402,President,,,Write-in,1,0,0,1
Midland,403,President,,,Write-in,17,0,14,3
Midland,404,President,,,Write-in,7,0,4,3
Midland,405,President,,,Write-in,4,0,4,0
Midland,406,President,,,Write-in,7,0,2,5
Midland,407,President,,,Write-in,0,0,0,0
Midland,408,President,,,Write-in,7,0,7,0
Midland,409,President,,,Write-in,3,0,2,1
Midland,410,President,,,Write-in,6,0,2,4
Midland,411,President,,,Write-in,7,0,7,0
Midland,101,Presiding Judge,,REP,David J. Schenck,518,5,396,117
Midland,101A,Presiding Judge,,REP,David J. Schenck,1,0,0,1
Midland,102,Presiding Judge,,REP,David J. Schenck,1494,12,1146,336
Midland,103,Presiding Judge,,REP,David J. Schenck,1661,31,1283,347
Midland,104,Presiding Judge,,REP,David J. Schenck,271,6,192,73
Midland,105,Presiding Judge,,REP,David J. Schenck,658,12,455,191
Midland,106,Presiding Judge,,REP,David J. Schenck,1411,30,1069,312
Midland,107,Presiding Judge,,REP,David J. Schenck,1352,35,1124,193
Midland,108,Presiding Judge,,REP,David J. Schenck,192,2,151,39
Midland,108A,Presiding Judge,,REP,David J. Schenck,194,5,119,70
Midland,109,Presiding Judge,,REP,David J. Schenck,230,1,159,70
Midland,109A,Presiding Judge,,REP,David J. Schenck,0,0,0,0
Midland,110,Presiding Judge,,REP,David J. Schenck,1976,29,1729,218
Midland,201,Presiding Judge,,REP,David J. Schenck,1341,19,1005,317
Midland,202,Presiding Judge,,REP,David J. Schenck,2016,25,1378,613
Midland,202A,Presiding Judge,,REP,David J. Schenck,2036,17,1491,528
Midland,203,Presiding Judge,,REP,David J. Schenck,415,5,350,60
Midland,204,Presiding Judge,,REP,David J. Schenck,2371,47,1975,349
Midland,205,Presiding Judge,,REP,David J. Schenck,997,25,873,99
Midland,206,Presiding Judge,,REP,David J. Schenck,1021,15,890,116
Midland,207,Presiding Judge,,REP,David J. Schenck,1390,36,1180,174
Midland,208,Presiding Judge,,REP,David J. Schenck,311,6,231,74
Midland,210,Presiding Judge,,REP,David J. Schenck,689,15,570,104
Midland,211,Presiding Judge,,REP,David J. Schenck,2693,12,2004,677
Midland,302,Presiding Judge,,REP,David J. Schenck,1319,10,971,338
Midland,303,Presiding Judge,,REP,David J. Schenck,106,0,80,26
Midland,304,Presiding Judge,,REP,David J. Schenck,357,1,248,108
Midland,305,Presiding Judge,,REP,David J. Schenck,280,3,163,114
Midland,306,Presiding Judge,,REP,David J. Schenck,615,7,403,205
Midland,307,Presiding Judge,,REP,David J. Schenck,492,13,371,108
Midland,307A,Presiding Judge,,REP,David J. Schenck,364,5,285,74
Midland,308,Presiding Judge,,REP,David J. Schenck,821,7,587,227
Midland,309,Presiding Judge,,REP,David J. Schenck,101,0,60,41
Midland,309A,Presiding Judge,,REP,David J. Schenck,16,0,16,0
Midland,310,Presiding Judge,,REP,David J. Schenck,251,2,169,80
Midland,401,Presiding Judge,,REP,David J. Schenck,769,15,594,160
Midland,402,Presiding Judge,,REP,David J. Schenck,595,13,494,88
Midland,403,Presiding Judge,,REP,David J. Schenck,1843,46,1548,249
Midland,404,Presiding Judge,,REP,David J. Schenck,1379,28,1224,127
Midland,405,Presiding Judge,,REP,David J. Schenck,1335,18,1121,196
Midland,406,Presiding Judge,,REP,David J. Schenck,1543,19,1031,493
Midland,407,Presiding Judge,,REP,David J. Schenck,1268,15,1054,199
Midland,408,Presiding Judge,,REP,David J. Schenck,1800,30,1597,173
Midland,409,Presiding Judge,,REP,David J. Schenck,1182,18,993,171
Midland,410,Presiding Judge,,REP,David J. Schenck,1433,8,1212,213
Midland,411,Presiding Judge,,REP,David J. Schenck,2122,20,1810,292
Midland,101,Presiding Judge,,DEM,Holly Taylor,63,1,42,20
Midland,101A,Presiding Judge,,DEM,Holly Taylor,0,0,0,0
Midland,102,Presiding Judge,,DEM,Holly Taylor,377,6,273,98
Midland,103,Presiding Judge,,DEM,Holly Taylor,454,24,316,114
Midland,104,Presiding Judge,,DEM,Holly Taylor,136,3,91,42
Midland,105,Presiding Judge,,DEM,Holly Taylor,208,9,130,69
Midland,106,Presiding Judge,,DEM,Holly Taylor,510,22,353,135
Midland,107,Presiding Judge,,DEM,Holly Taylor,329,23,238,68
Midland,108,Presiding Judge,,DEM,Holly Taylor,52,1,32,19
Midland,108A,Presiding Judge,,DEM,Holly Taylor,29,0,18,11
Midland,109,Presiding Judge,,DEM,Holly Taylor,132,3,81,48
Midland,109A,Presiding Judge,,DEM,Holly Taylor,0,0,0,0
Midland,110,Presiding Judge,,DEM,Holly Taylor,260,8,208,44
Midland,201,Presiding Judge,,DEM,Holly Taylor,202,5,129,68
Midland,202,Presiding Judge,,DEM,Holly Taylor,133,2,74,57
Midland,202A,Presiding Judge,,DEM,Holly Taylor,202,5,139,58
Midland,203,Presiding Judge,,DEM,Holly Taylor,64,2,48,14
Midland,204,Presiding Judge,,DEM,Holly Taylor,350,15,278,57
Midland,205,Presiding Judge,,DEM,Holly Taylor,179,11,143,25
Midland,206,Presiding Judge,,DEM,Holly Taylor,203,15,160,28
Midland,207,Presiding Judge,,DEM,Holly Taylor,356,25,275,56
Midland,208,Presiding Judge,,DEM,Holly Taylor,119,2,86,31
Midland,210,Presiding Judge,,DEM,Holly Taylor,195,8,142,45
Midland,211,Presiding Judge,,DEM,Holly Taylor,619,4,441,174
Midland,302,Presiding Judge,,DEM,Holly Taylor,288,7,170,111
Midland,303,Presiding Judge,,DEM,Holly Taylor,48,0,25,23
Midland,304,Presiding Judge,,DEM,Holly Taylor,224,5,154,65
Midland,305,Presiding Judge,,DEM,Holly Taylor,299,14,193,92
Midland,306,Presiding Judge,,DEM,Holly Taylor,646,53,415,178
Midland,307,Presiding Judge,,DEM,Holly Taylor,175,9,130,36
Midland,307A,Presiding Judge,,DEM,Holly Taylor,188,5,147,36
Midland,308,Presiding Judge,,DEM,Holly Taylor,723,42,537,144
Midland,309,Presiding Judge,,DEM,Holly Taylor,56,0,36,20
Midland,309A,Presiding Judge,,DEM,Holly Taylor,2,0,0,2
Midland,310,Presiding Judge,,DEM,Holly Taylor,84,6,53,25
Midland,401,Presiding Judge,,DEM,Holly Taylor,72,4,51,17
Midland,402,Presiding Judge,,DEM,Holly Taylor,113,4,101,8
Midland,403,Presiding Judge,,DEM,Holly Taylor,341,19,264,58
Midland,404,Presiding Judge,,DEM,Holly Taylor,269,13,211,45
Midland,405,Presiding Judge,,DEM,Holly Taylor,280,15,211,54
Midland,406,Presiding Judge,,DEM,Holly Taylor,312,10,213,89
Midland,407,Presiding Judge,,DEM,Holly Taylor,347,17,261,69
Midland,408,Presiding Judge,,DEM,Holly Taylor,177,9,130,38
Midland,409,Presiding Judge,,DEM,Holly Taylor,235,11,185,39
Midland,410,Presiding Judge,,DEM,Holly Taylor,178,6,133,39
Midland,411,Presiding Judge,,DEM,Holly Taylor,270,8,224,38
Midland,101A,Proposition A City of Midland,,,Against,0,0,0,0
Midland,102,Proposition A City of Midland,,,Against,202,1,150,51
Midland,103,Proposition A City of Midland,,,Against,241,10,173,58
Midland,104,Proposition A City of Midland,,,Against,55,0,39,16
Midland,105,Proposition A City of Midland,,,Against,122,0,80,42
Midland,106,Proposition A City of Midland,,,Against,249,3,198,48
Midland,107,Proposition A City of Midland,,,Against,157,3,127,27
Midland,108,Proposition A City of Midland,,,Against,0,0,0,0
Midland,109,Proposition A City of Midland,,,Against,50,0,32,18
Midland,110,Proposition A City of Midland,,,Against,214,1,188,25
Midland,204,Proposition A City of Midland,,,Against,274,4,228,42
Midland,205,Proposition A City of Midland,,,Against,87,1,75,11
Midland,206,Proposition A City of Midland,,,Against,117,3,99,15
Midland,207,Proposition A City of Midland,,,Against,144,7,110,27
Midland,208,Proposition A City of Midland,,,Against,49,1,32,16
Midland,210,Proposition A City of Midland,,,Against,93,6,71,16
Midland,211,Proposition A City of Midland,,,Against,364,4,267,93
Midland,303,Proposition A City of Midland,,,Against,19,0,12,7
Midland,304,Proposition A City of Midland,,,Against,82,1,56,25
Midland,305,Proposition A City of Midland,,,Against,60,5,38,17
Midland,306,Proposition A City of Midland,,,Against,161,7,109,45
Midland,307,Proposition A City of Midland,,,Against,81,6,58,17
Midland,307A,Proposition A City of Midland,,,Against,63,2,48,13
Midland,308,Proposition A City of Midland,,,Against,183,4,127,52
Midland,309,Proposition A City of Midland,,,Against,27,0,15,12
Midland,310,Proposition A City of Midland,,,Against,35,3,22,10
Midland,401,Proposition A City of Midland,,,Against,13,0,11,2
Midland,402,Proposition A City of Midland,,,Against,93,0,79,14
Midland,403,Proposition A City of Midland,,,Against,213,11,172,30
Midland,404,Proposition A City of Midland,,,Against,159,4,131,24
Midland,405,Proposition A City of Midland,,,Against,148,4,123,21
Midland,407,Proposition A City of Midland,,,Against,192,1,164,27
Midland,408,Proposition A City of Midland,,,Against,164,3,136,25
Midland,409,Proposition A City of Midland,,,Against,163,3,133,27
Midland,410,Proposition A City of Midland,,,Against,182,0,148,34
Midland,411,Proposition A City of Midland,,,Against,244,3,192,49
Midland,101A,Proposition A City of Midland,,,For,1,0,0,1
Midland,102,Proposition A City of Midland,,,For,1555,17,1178,360
Midland,103,Proposition A City of Midland,,,For,1769,42,1352,375
Midland,104,Proposition A City of Midland,,,For,320,8,222,90
Midland,105,Proposition A City of Midland,,,For,690,19,473,198
Midland,106,Proposition A City of Midland,,,For,1549,45,1132,372
Midland,107,Proposition A City of Midland,,,For,1445,56,1171,218
Midland,108,Proposition A City of Midland,,,For,0,0,0,0
Midland,109,Proposition A City of Midland,,,For,271,3,188,80
Midland,110,Proposition A City of Midland,,,For,1935,32,1678,225
Midland,204,Proposition A City of Midland,,,For,2372,55,1965,352
Midland,205,Proposition A City of Midland,,,For,1082,36,930,116
Midland,206,Proposition A City of Midland,,,For,1084,27,928,129
Midland,207,Proposition A City of Midland,,,For,1573,46,1320,207
Midland,208,Proposition A City of Midland,,,For,366,6,276,84
Midland,210,Proposition A City of Midland,,,For,764,17,613,134
Midland,211,Proposition A City of Midland,,,For,2735,12,2003,720
Midland,303,Proposition A City of Midland,,,For,119,0,83,36
Midland,304,Proposition A City of Midland,,,For,448,5,307,136
Midland,305,Proposition A City of Midland,,,For,438,8,268,162
Midland,306,Proposition A City of Midland,,,For,978,52,610,316
Midland,307,Proposition A City of Midland,,,For,555,15,422,118
Midland,307A,Proposition A City of Midland,,,For,467,8,361,98
Midland,308,Proposition A City of Midland,,,For,1247,42,902,303
Midland,309,Proposition A City of Midland,,,For,120,0,73,47
Midland,310,Proposition A City of Midland,,,For,270,4,182,84
Midland,401,Proposition A City of Midland,,,For,76,0,56,20
Midland,402,Proposition A City of Midland,,,For,617,16,518,83
Midland,403,Proposition A City of Midland,,,For,1953,52,1628,273
Midland,404,Proposition A City of Midland,,,For,1424,34,1250,140
Midland,405,Proposition A City of Midland,,,For,1393,28,1140,225
